000c298b48e5;2;2;0;0;1;0;0;0;1;0;0;0;0;0;0
000c298b48e5;14;14;0;0;0;0;0;3;11;0;0;0;0;0;0
000c298b48e5;2;2;0;0;0;0;0;0;2;0;0;0;0;0;0
000c298b48e5;2;2;0;0;1;0;0;0;1;0;0;0;0;0;0
000c298b48e5;28;28;0;0;0;0;0;2;26;0;0;0;0;0;0
000c298b48e5;33;33;0;0;0;0;0;1;32;0;0;0;0;0;0
000c298b48e5;29;29;0;0;0;0;0;1;28;0;0;0;0;0;0
000c298b48e5;26;26;0;0;0;0;0;1;25;0;0;0;0;0;0
000c298b48e5;43;43;0;0;0;0;0;4;39;0;0;0;0;0;0
000c298b48e5;26;26;0;0;0;0;0;1;25;0;0;0;0;0;0
000c298b48e5;5;5;0;0;0;0;0;0;5;0;0;0;0;0;0
000c298b48e5;4;4;0;0;0;0;0;0;4;0;0;0;0;0;0
000c298b48e5;27;27;0;0;0;0;0;3;24;0;0;0;0;0;0
000c298b48e5;4;4;0;0;0;0;0;0;4;0;0;0;0;0;0
000c298b48e5;26;26;0;0;0;0;0;2;24;0;0;0;0;0;0
000c298b48e5;8;8;0;0;0;0;0;0;8;0;0;0;0;0;0
000c298b48e5;36;36;0;0;0;0;0;5;31;0;0;0;0;0;0
000c298b48e5;2;2;0;0;1;0;0;0;1;0;0;0;0;0;0
